document_id,file_name,narrative_block,count,share_per_1000_tokens
presentation_family_project,Презентация национального проекта Семья.pdf,пронатальность/рождаемость,11,25.22935779816514
presentation_family_project,Презентация национального проекта Семья.pdf,семейные ценности/традиции,13,29.816513761467892
presentation_family_project,Презентация национального проекта Семья.pdf,социальная поддержка/бедность,9,20.642201834862387
presentation_family_project,Презентация национального проекта Семья.pdf,жилье/ипотека/инфраструктура,9,20.642201834862387
presentation_family_project,Презентация национального проекта Семья.pdf,медицина/здоровье,10,22.93577981651376
presentation_family_project,Презентация национального проекта Семья.pdf,культура/досуг/контент,21,48.165137614678905
presentation_family_project,Презентация национального проекта Семья.pdf,старшее поколение/уход,11,25.22935779816514
presentation_family_project,Презентация национального проекта Семья.pdf,региональная дифференциация/пространство,27,61.92660550458716
presentation_family_project,Презентация национального проекта Семья.pdf,занятость/работодатели/совмещение,1,2.293577981651376
presentation_family_project,Презентация национального проекта Семья.pdf,миграция/адаптация,3,6.8807339449541285
passport_family_project,Паспорт-национального-проекта-Семья.pdf,пронатальность/рождаемость,28,26.666666666666668
passport_family_project,Паспорт-национального-проекта-Семья.pdf,семейные ценности/традиции,17,16.19047619047619
passport_family_project,Паспорт-национального-проекта-Семья.pdf,социальная поддержка/бедность,43,40.952380952380956
passport_family_project,Паспорт-национального-проекта-Семья.pdf,жилье/ипотека/инфраструктура,5,4.761904761904763
passport_family_project,Паспорт-национального-проекта-Семья.pdf,медицина/здоровье,7,6.666666666666667
passport_family_project,Паспорт-национального-проекта-Семья.pdf,культура/досуг/контент,27,25.714285714285715
passport_family_project,Паспорт-национального-проекта-Семья.pdf,старшее поколение/уход,24,22.857142857142858
passport_family_project,Паспорт-национального-проекта-Семья.pdf,региональная дифференциация/пространство,31,29.523809523809526
passport_family_project,Паспорт-национального-проекта-Семья.pdf,занятость/работодатели/совмещение,27,25.714285714285715
passport_family_project,Паспорт-национального-проекта-Семья.pdf,миграция/адаптация,2,1.9047619047619047
strategy_family_demography_2036,Стратегия действий по реализации семейной и демографической политики до 2036 года.pdf,пронатальность/рождаемость,230,29.381706693919263
strategy_family_demography_2036,Стратегия действий по реализации семейной и демографической политики до 2036 года.pdf,семейные ценности/традиции,176,22.483392948390392
strategy_family_demography_2036,Стратегия действий по реализации семейной и демографической политики до 2036 года.pdf,социальная поддержка/бедность,212,27.08226877874297
strategy_family_demography_2036,Стратегия действий по реализации семейной и демографической политики до 2036 года.pdf,жилье/ипотека/инфраструктура,42,5.3653551354113445
strategy_family_demography_2036,Стратегия действий по реализации семейной и демографической политики до 2036 года.pdf,медицина/здоровье,140,17.88451711803781
strategy_family_demography_2036,Стратегия действий по реализации семейной и демографической политики до 2036 года.pdf,культура/досуг/контент,27,3.4491568727644353
strategy_family_demography_2036,Стратегия действий по реализации семейной и демографической политики до 2036 года.pdf,старшее поколение/уход,29,3.7046499744506898
strategy_family_demography_2036,Стратегия действий по реализации семейной и демографической политики до 2036 года.pdf,региональная дифференциация/пространство,192,24.527337761880432
strategy_family_demography_2036,Стратегия действий по реализации семейной и демографической политики до 2036 года.pdf,занятость/работодатели/совмещение,96,12.263668880940216
strategy_family_demography_2036,Стратегия действий по реализации семейной и демографической политики до 2036 года.pdf,миграция/адаптация,36,4.598875830352581
strategy_older_generation_2030,Стратегия действий в интересах граждан старшего поколения до 2030 года.pdf,пронатальность/рождаемость,14,2.0132297958009775
strategy_older_generation_2030,Стратегия действий в интересах граждан старшего поколения до 2030 года.pdf,семейные ценности/традиции,34,4.8892723612309466
strategy_older_generation_2030,Стратегия действий в интересах граждан старшего поколения до 2030 года.pdf,социальная поддержка/бедность,180,25.884383088869715
strategy_older_generation_2030,Стратегия действий в интересах граждан старшего поколения до 2030 года.pdf,жилье/ипотека/инфраструктура,57,8.196721311475411
strategy_older_generation_2030,Стратегия действий в интересах граждан старшего поколения до 2030 года.pdf,медицина/здоровье,101,14.524014955421341
strategy_older_generation_2030,Стратегия действий в интересах граждан старшего поколения до 2030 года.pdf,культура/досуг/контент,31,4.457865976416452
strategy_older_generation_2030,Стратегия действий в интересах граждан старшего поколения до 2030 года.pdf,старшее поколение/уход,404,58.096059821685365
strategy_older_generation_2030,Стратегия действий в интересах граждан старшего поколения до 2030 года.pdf,региональная дифференциация/пространство,102,14.667817083692839
strategy_older_generation_2030,Стратегия действий в интересах граждан старшего поколения до 2030 года.pdf,занятость/работодатели/совмещение,79,11.360368133448375
strategy_older_generation_2030,Стратегия действий в интересах граждан старшего поколения до 2030 года.pdf,миграция/адаптация,11,1.5818234109864826
